url,title,h1,h2s,top_words,top_bigrams,word_count
https://newyorkdailydigest.com,New York Daily Digest,Home,Subscribe to our Newsletter | Popular this week | Business | Economics | Lifestyle | Recent Video | Latest News | Latest Podcasts,"news(12), new(6), york(6), home(5), economics(5), lifestyle(5), video(5), casino(4), featured(4), nature(4), politics(4), staff(4), picks(4), daily(3), digest(3), search(3), latest(3), recent(3), investment(3), financing(3)","new york(6), economics featured(4), lifestyle nature(4), politics staff(4), staff picks(4), york daily(3), daily digest(3), why investors(3), investors shouldn(3), shouldn count(3), count another(3), another big(3), big stimulus(3), stimulus package(3), package what(3)",281
https://newyorkdailydigest.com/feed/,New York Daily Digest,,The Role of Fixed-Rate Loans | Evaluating Adjustable-Rate Mortgages | Balancing Strategy and Data | From Pre-Med Expectations to Funder Operations | Closing the Industry&#8217;s Automation Gap | Prioritizing Systems Over Aggressive Sales Tactics | The Predictability of Fixed-Rate Loans | Leveraging Adjustable-Rate Mortgages (ARMs),"https(44), newyorkdailydigest(43), com(43), jozani(41), financing(40), fixed-rate(38), rate(37), investors(33), years(30), funded(29), interest(28), cash(26), flow(26), arm(26), financial(23), business(23), property(22), alternative(22), funding(22), must(21)","https newyorkdailydigest(43), newyorkdailydigest com(43), cash flow(22), funded method(19), real estate(13), interest rate(13), maxim lending(12), jul https(10), adjustable-rate mortgages(10), alternative business(10), business funding(9), alternative funding(9), artificial intelligence(8), funding brokerage(8), lines credit(8)",5338
https://newyorkdailydigest.com/comments/feed/,Comments for New York Daily Digest,,,"com(19), comment-(18), https(11), newyorkdailydigest(10), comment(9), http(9), capethemes(9), demo(9), newsource(9), newspaper(9), ronald(7), ipsum(7), sed(7), mon(5), sep(5), inspiring(4), story(4), strength(4), resilience(4), success(4)","https newyorkdailydigest(10), newyorkdailydigest com(10), http capethemes(9), capethemes com(9), com demo(9), demo newsource(9), newsource newspaper(9), comment- mon(5), mon sep(5), sep http(5), comment inspiring(4), inspiring story(4), story strength(4), strength resilience(4), com daryline-johnson-story(4)",564
https://newyorkdailydigest.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnewyorkdailydigest.com%2F,,,,"secret(4), https(3), new(2), newyorkdailydigest(2), com(2), home(2), function(2), receiveembedmessage(2), var(2), queryselectorall(2), data-secret(2), version(1), york(1), daily(1), digest(1), editorial(1), staff(1), author(1), editorialstaff(1), title(1)","https newyorkdailydigest(2), newyorkdailydigest com(2), data-secret secret(2), version new(1), new york(1), york daily(1), daily digest(1), digest https(1), com editorial(1), editorial staff(1), staff https(1), com author(1), author editorialstaff(1), editorialstaff title(1), title home(1)",58
https://newyorkdailydigest.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnewyorkdailydigest.com%2F&#038;format=xml,,,,"secret(4), https(3), new(2), newyorkdailydigest(2), com(2), home(2), function(2), receiveembedmessage(2), var(2), queryselectorall(2), data-secret(2), version(1), york(1), daily(1), digest(1), editorial(1), staff(1), author(1), editorialstaff(1), title(1)","https newyorkdailydigest(2), newyorkdailydigest com(2), data-secret secret(2), version new(1), new york(1), york daily(1), daily digest(1), digest https(1), com editorial(1), editorial staff(1), staff https(1), com author(1), author editorialstaff(1), editorialstaff title(1), title home(1)",58
https://newyorkdailydigest.com/wp-content/themes/newsource/styles/reduxfall.css?ver=7.0.2,,,,"body(57), dark-mode(56), hover(40), color(39), button(31), input(26), footer(24), woocommerce(22), background-color(19), entry(16), submit(16), font-family(14), font-weight(14), font-style(14), normal(14), font-size(14), font-display(14), swap(14), header(14), flyoff(13)","body dark-mode(56), dark-mode body(20), font-weight font-style(14), font-style normal(14), normal color(14), font-size font-display(14), font-display swap(14), woocommerce button(14), color font-size(13), font-family jost(13), jost font-weight(12), footer footer(9), owl-nav div(9), input button(8), button button(8)",768
https://newyorkdailydigest.com/wp-content/themes/newsource/style.css?ver=7.0.2,,,,"important(227), margin(209), padding(145), none(139), display(123), width(102), position(81), font-size(81), float(81), left(80), hover(76), overflow(72), hidden(71), block(56), rgba(54), img(51), social-menu(51), nav(50), auto(50), relative(46)","overflow hidden(66), display block(56), position relative(46), display none(37), float none(35), social-menu hover(34), float left(33), important social-menu(32), position absolute(29), hover background-color(29), background-color important(29), font-size important(28), text-align center(28), margin padding(26), margin important(24)",4520
https://newyorkdailydigest.com/wp-content/themes/newsource/styles/newsource-addons.css?ver=7.0.2,,,,"left(58), owl-carousel(49), width(46), important(43), display(40), none(35), position(25), margin(23), opacity(22), max-width(21), owl-dot(19), eleslideinside(18), block(17), owl-nav(17), top(16), hidden(15), img(14), right(14), auto(14), height(13)","display none(17), display block(17), position absolute(13), position relative(12), owl-nav owl-prev(10), left width(10), float left(8), top left(8), owl-dot active(8), elementor-edit-mode eleinside(8), width important(8), nth-child clear(8), media screen(8), owl-carousel owl-nav(7), overflow hidden(7)",1060
https://newyorkdailydigest.com/wp-content/themes/newsource/styles/fontawesome.css?ver=7.0.2,,,,"before(2457), content(1861), var(145), webkit-transform(53), transform(53), rotate(52), scale(46), url(38), webfonts(38), format(38), fa-(35), translatey(28), normal(23), font(22), awesome(22), font-family(22), font-face(19), font-display(19), block(19), src(19)","before content(1861), url webfonts(38), webkit-transform rotate(26), transform rotate(26), rotate transform(25), webkit-transform scale(23), transform scale(23), font awesome(22), scale var(20), font-face font-family(19), font-display block(19), src url(19), format url(19), ttf format(19), format truetype(19)",8130
https://newyorkdailydigest.com/wp-content/themes/newsource/style-mobile.css?ver=7.0.2,,,,"important(78), padding(53), none(51), auto(48), width(47), float(45), margin(43), left(34), max-width(32), top(26), right(24), display(23), nav(22), position(20), header(18), blogger(18), text-align(16), img(15), center(15), postbarnone(15)","float none(25), display none(16), text-align center(15), padding important(13), margin auto(12), float left(12), blogger item(12), position relative(11), width important(11), media screen(10), position absolute(9), font-size important(9), float right(8), none margin(8), left width(8)",1225
