url,status,load_time_s,llms_txt_present,title,meta_description,h1,h2,first_paragraph,slug,has_schema,has_og_tags,has_canonical,candidate_queries,primary_keyword,issues,llm_visibility_score
https://sanfranciscobriefing.com,200,1.9,False,"San Francisco Briefing - San Francisco Briefing: Your source for the stories, insights, and trends shaping the Bay Area.","San Francisco Briefing: Your source for the stories, insights, and trends shaping the Bay Area.",,"San Francisco Briefing, Commercial Real Estate News, and Beverly Hills Weekly Mag Announce Exclusive Interview With Brian Ferdinand on Intentional Leadership and Market Discipline | San Francisco Briefing Exclusive: Brian Ferdinand on Building a Life With Intention | Long Island Roofing Costs in 2025: A Homeowner’s Essential Guide | Neutron Labs Calls Out Apple for Unfair App Store Ban, Urges Transparency | How to Repair a Leaky Roof",Physical Address,sanfranciscobriefing.com,True,True,True,san | what is san | san explained | francisco | what is francisco | francisco explained | bay | what is bay | bay explained | your | what is your | your explained | area | what is area | area explained,san,Missing llms.txt | Missing H1,70
https://sanfranciscobriefing.com/,200,1.12,False,"San Francisco Briefing - San Francisco Briefing: Your source for the stories, insights, and trends shaping the Bay Area.","San Francisco Briefing: Your source for the stories, insights, and trends shaping the Bay Area.",,"San Francisco Briefing, Commercial Real Estate News, and Beverly Hills Weekly Mag Announce Exclusive Interview With Brian Ferdinand on Intentional Leadership and Market Discipline | San Francisco Briefing Exclusive: Brian Ferdinand on Building a Life With Intention | Long Island Roofing Costs in 2025: A Homeowner’s Essential Guide | Neutron Labs Calls Out Apple for Unfair App Store Ban, Urges Transparency | How to Repair a Leaky Roof",Physical Address,sanfranciscobriefing.com,True,True,True,san | what is san | san explained | francisco | what is francisco | francisco explained | bay | what is bay | bay explained | your | what is your | your explained | area | what is area | area explained,san,Missing llms.txt | Missing H1,70
https://sanfranciscobriefing.com/page/2/,200,2.4,False,"San Francisco Briefing - Page 2 of 16 - San Francisco Briefing: Your source for the stories, insights, and trends shaping the Bay Area.","San Francisco Briefing: Your source for the stories, insights, and trends shaping the Bay Area.",,Ben Stranahan | Heather Marianna Connects Brands With Stars In Real Time | Meet Firas M. Isa The World’s Biggest Phony and CEO of Scam Crypto Dispensers | Maxim Lending Introduces Hard Money Loans for Real Estate Investors | “Revolutionize Customer Engagement with Advanced AI Chatbot Solutions from Industry Expert”,Physical Address,2,True,True,True,san | what is san | san explained | francisco | what is francisco | francisco explained | bay | what is bay | bay explained | your | what is your | your explained | area | what is area | area explained,san,Missing llms.txt | Missing H1,70
https://sanfranciscobriefing.com/feed/,200,1.61,False,San Francisco Briefing,,,,,feed,False,False,False,san | what is san | san explained | feed | what is feed | feed explained | francisco | what is francisco | francisco explained | san francisco | what is san francisco | san francisco explained | francisco feed | what is francisco feed | francisco feed explained,san,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
https://sanfranciscobriefing.com/comments/feed/,200,1.06,False,Comments for San Francisco Briefing,,,,,feed,False,False,False,san | what is san | san explained | feed | what is feed | feed explained | comments | what is comments | comments explained | francisco | what is francisco | francisco explained | comments san | what is comments san | comments san explained,san,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,15
https://sanfranciscobriefing.com/wp-content/uploads/blocksy/css/global.css?ver=87313,200,0.57,False,,,,,,global.css?ver=87313,False,False,False,css | what is css | css explained | ver | what is ver | ver explained | 87313 | what is 87313 | 87313 explained | global | what is global | global explained | global css | what is global css | global css explained,css,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
https://sanfranciscobriefing.com/wp-content/plugins/coblocks/dist/style-coblocks-extensions.css?ver=3.1.17,200,0.55,False,,,,,,style-coblocks-extensions.css?ver=3.1.17,False,False,False,css | what is css | css explained | ver | what is ver | ver explained | style | what is style | style explained | coblocks | what is coblocks | coblocks explained | extensions | what is extensions | extensions explained,css,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
https://sanfranciscobriefing.com/wp-content/plugins/coblocks/dist/style-coblocks-animation.css?ver=2677611078ee87eb3b1c,200,0.31,False,,,,,,style-coblocks-animation.css?ver=2677611078ee87eb3b1c,False,False,False,css | what is css | css explained | ver | what is ver | ver explained | style | what is style | style explained | coblocks | what is coblocks | coblocks explained | animation | what is animation | animation explained,css,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
https://sanfranciscobriefing.com/wp-content/plugins/co-author/public/css/co-author-public.css?ver=1.0.0,200,0.28,False,,,,,,co-author-public.css?ver=1.0.0,False,False,False,css | what is css | css explained | ver | what is ver | ver explained | author | what is author | author explained | public | what is public | public explained | author public | what is author public | author public explained,css,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
https://sanfranciscobriefing.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.5,200,0.28,False,,,,,,styles.css?ver=6.1.5,False,False,False,css | what is css | css explained | ver | what is ver | ver explained | styles | what is styles | styles explained | styles css | what is styles css | styles css explained | css ver | what is css ver | css ver explained,css,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
https://sanfranciscobriefing.com/wp-content/plugins/wp-user-profile-avatar/assets/lib/fontawesome/all.css?ver=4.4.0,200,1.11,False,,,,,,all.css?ver=4.4.0,False,False,False,all | what is all | all explained | css | what is css | css explained | ver | what is ver | ver explained | all css | what is all css | all css explained | css ver | what is css ver | css ver explained,all,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
https://sanfranciscobriefing.com/wp-includes/css/buttons.min.css?ver=6.9.4,200,0.29,False,,,,,,buttons.min.css?ver=6.9.4,False,False,False,min | what is min | min explained | css | what is css | css explained | ver | what is ver | ver explained | buttons | what is buttons | buttons explained | buttons min | what is buttons min | buttons min explained,min,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
https://sanfranciscobriefing.com/wp-includes/css/dashicons.min.css?ver=6.9.4,200,0.56,False,,,,,,dashicons.min.css?ver=6.9.4,False,False,False,min | what is min | min explained | css | what is css | css explained | ver | what is ver | ver explained | dashicons | what is dashicons | dashicons explained | dashicons min | what is dashicons min | dashicons min explained,min,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
https://sanfranciscobriefing.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17,200,0.28,False,,,,,,mediaelementplayer-legacy.min.css?ver=4.2.17,False,False,False,min | what is min | min explained | css | what is css | css explained | ver | what is ver | ver explained | legacy | what is legacy | legacy explained | mediaelementplayer | what is mediaelementplayer | mediaelementplayer explained,min,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
https://sanfranciscobriefing.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.9.4,200,0.28,False,,,,,,wp-mediaelement.min.css?ver=6.9.4,False,False,False,min | what is min | min explained | css | what is css | css explained | ver | what is ver | ver explained | mediaelement | what is mediaelement | mediaelement explained | mediaelement min | what is mediaelement min | mediaelement min explained,min,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
https://sanfranciscobriefing.com/wp-includes/css/media-views.min.css?ver=6.9.4,200,0.83,False,,,,,,media-views.min.css?ver=6.9.4,False,False,False,min | what is min | min explained | css | what is css | css explained | ver | what is ver | ver explained | media | what is media | media explained | views | what is views | views explained,min,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
https://sanfranciscobriefing.com/wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8,200,0.28,False,,,,,,imgareaselect.css?ver=0.9.8,False,False,False,css | what is css | css explained | ver | what is ver | ver explained | imgareaselect | what is imgareaselect | imgareaselect explained | imgareaselect css | what is imgareaselect css | imgareaselect css explained | css ver | what is css ver | css ver explained,css,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
https://sanfranciscobriefing.com/wp-content/plugins/wp-user-profile-avatar/assets/css/frontend.min.css?ver=6.9.4,200,0.3,False,,,,,,frontend.min.css?ver=6.9.4,False,False,False,min | what is min | min explained | css | what is css | css explained | ver | what is ver | ver explained | frontend | what is frontend | frontend explained | frontend min | what is frontend min | frontend min explained,min,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
https://sanfranciscobriefing.com/wp-includes/css/dist/components/style.min.css?ver=6.9.4,200,0.84,False,,,,,,style.min.css?ver=6.9.4,False,False,False,min | what is min | min explained | css | what is css | css explained | ver | what is ver | ver explained | style | what is style | style explained | style min | what is style min | style min explained,min,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
https://sanfranciscobriefing.com/wp-content/plugins/coblocks/includes/Dependencies/GoDaddy/Styles/build/latest.css?ver=2.0.2,200,0.29,False,,,,,,latest.css?ver=2.0.2,False,False,False,css | what is css | css explained | ver | what is ver | ver explained | css ver | what is css ver | css ver explained,css,Missing llms.txt | Missing schema | Missing OG tags | Missing canonical | Missing meta description | Missing H1 | Missing intro paragraph,10
